
Source,Book,Chapter,Verse,Text

Bible,John,3,16,For God so loved the world, that he gave his only Son, that whoever believes in him should not perish but have eternal life.

Bible,Psalms,23,1,The Lord is my shepherd; I shall not want.

Bible,Romans,8,28,And we know that for those who love God all things work together for good, for those who are called according to his purpose.

Bible,Matthew,28,19-20,Go therefore and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit, teaching them to observe all that I have commanded you. And behold, I am with you always, to the end of the age.

Bible,Proverbs,3,5-6,Trust in the Lord with all your heart, and do not lean on your own understanding. In all your ways acknowledge him, and he will make straight your paths.

Book of Mormon,Alma,36,3,Yea, I did remember all my sins and iniquities, for which I was tormented with the pains of hell; yea, I saw that I had rebelled against my God and that I had not kept his holy commandments.

Book of Mormon,2 Nephi,2,25,Adam fell that men might be, and men are that they might have joy.

Book of Mormon,3 Nephi,11,11,And behold, I am the light and the life of the world; and I have drunk out of that bitter cup which the Father hath given me, and have glorified the Father in taking upon me the sins of the world, in the which I have suffered the will of the Father in all things from the beginning.

Bible,Genesis,1,1,In the beginning, God created the heavens and the earth.

Bible,John,14,6,Jesus said to him, "I am the way, and the truth, and the life. No one comes to the Father except through me."

Bible,Psalm,46,10,Be still, and know that I am God. I will be exalted among the nations, I will be exalted in the earth!

Bible,Isaiah,40,31,But they who wait for the Lord shall renew their strength; they shall mount up with wings like eagles; they shall run and not be weary; they shall walk and not faint.

Book of Mormon,Mosiah,2,17,And behold, I tell you these things that ye may learn wisdom; that ye may learn that when ye are in the service of your fellow beings ye are only in the service of your God.

Bible,Matthew,11,28,Come to me, all who labor and are heavy laden, and I will give you rest.

Bible,Romans,12,2,Do not be conformed to this world, but be transformed by the renewal of your mind, that by testing you may discern what is the will of God, what is good and acceptable and perfect.

Bible,Philippians,4,6-7,Do not be anxious about anything, but in everything by prayer and supplication with thanksgiving let your requests be made known to God. And the peace of God, which surpasses all understanding, will guard your hearts and your minds in Christ Jesus.

Bible,1 Corinthians,16,14,Let all that you do be done in love.

Book of Mormon,Helaman,5,12,And now, my sons, remember, remember that it is upon the rock of our Redeemer, who is Christ, the Son of God, that ye must build your foundation; that when the devil shall send forth his mighty winds, yea, his shafts in the whirlwind, yea, when all his hail and his mighty storm shall beat upon you, it shall have no power over you to drag you down to the gulf of misery and endless wo, because of the rock upon which ye are built, which is a sure foundation, a foundation whereon if men build they cannot fall.

Bible,John,13,34,A new commandment I give to you, that you love one another: just as I have loved you, you also are to love one another.

Bible,Ephesians,2,8-9,For by grace you have been saved through faith. And this is not your own doing; it is the gift of God, not a result of works, so that no one may boast.

Bible,Psalm,119,105,Your word is a lamp to my feet and a light to my path.

Book of Mormon,Moroni,10,4-5,And when ye shall receive these things, I would exhort you that ye would ask God, the Eternal Father, in the name of Christ, if these things are not true; and if ye shall ask with a sincere heart, with real intent, having faith in Christ, he will manifest the truth of it unto you, by the power of the Holy Ghost. And by the power of the Holy Ghost ye may know the truth of all things.

Bible,Matthew,5,16,In the same way, let your light shine before others, so that they may see your good works and give glory to your Father who is in heaven.

Bible,Psalm,118,24,This is the day that the Lord has made; let us rejoice and be glad in it.

Bible,1 Peter,5,7,Casting all your anxieties on him, because he cares for you.

Book of Mormon,Alma,32,21,And now as I said concerning faith—faith is not to have a perfect knowledge of things; therefore if ye have faith ye hope for things which are not seen, which are true.

Bible,John,10,10,The thief comes only to steal and kill and destroy. I came that they may have life and have it abundantly.

Bible,Joshua,1,9,Have I not commanded you? Be strong and courageous. Do not be frightened, and do not be dismayed, for the Lord your God is with you wherever you go.

Bible,Psalm,100,1-2,Make a joyful noise to the Lord, all the earth! Serve the Lord with gladness! Come into his presence with singing!

Bible,2 Timothy,1,7,For God gave us a spirit not of fear but of power and love and self-control.

Bible,Matthew,6,33,But seek first the kingdom of God and his righteousness, and all these things will be added to you.

Bible,Psalm,46,1,God is our refuge and strength, a very present help in trouble.

Book of Mormon,Alma,34,32,For behold, this life is the time for men to prepare to meet God; yea, behold the day of this life is the day for men to perform their labors.

Bible,1 Corinthians,15,58,Therefore, my beloved brothers, be steadfast, immovable, always abounding in the work of the Lord, knowing that in the Lord your labor is not in vain.

Bible,Psalm,37,4,Delight yourself in the Lord, and he will give you the desires of your heart.

Bible,Psalm,139,14,I praise you, for I am fearfully and wonderfully made. Wonderful are your works; my soul knows it very well.

Bible,Isaiah,41,10,Fear not, for I am with you; be not dismayed, for I am your God; I will strengthen you, I will help you, I will uphold you with my righteous right hand.

Bible,Hebrews,11,1,Now faith is the assurance of things hoped for, the conviction of things not seen.

Book of Mormon,2 Nephi,25,26,And we talk of Christ, we rejoice in Christ, we preach of Christ, we prophesy of Christ, and we write according to our prophecies, that our children may know to what source they may look for a remission of their sins.

Bible,Psalm,34,8,Oh, taste and see that the Lord is good! Blessed is the man who takes refuge in him!

Bible,Isaiah,53,5,But he was pierced for our transgressions; he was crushed for our iniquities; upon him was the chastisement that brought us peace, and with his wounds we are healed.

